Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Bachelors,2015,Bangalore,3,27,Female,No,5,0,64163
Masters,2017,New Delhi,2,30,Female,No,2,0,56196
Masters,2018,New Delhi,3,29,Male,No,2,1,64887
Bachelors,2015,Bangalore,3,28,Male,No,2,0,60874
Bachelors,2013,Bangalore,3,26,Female,No,4,0,43505
Masters,2016,New Delhi,3,27,Male,Yes,5,1,57013
Bachelors,2014,Pune,1,26,Female,No,4,1,51746
Bachelors,2017,Pune,3,27,Male,Yes,5,0,48484
PHD,2013,New Delhi,3,30,Male,No,1,0,118772
Masters,2018,Bangalore,3,26,Male,No,4,1,42471
Bachelors,2012,Bangalore,3,26,Male,No,4,0,47821
Bachelors,2013,Bangalore,3,26,Male,No,4,0,117465
Bachelors,2015,New Delhi,3,26,Female,No,4,0,90458
Bachelors,2016,Pune,3,29,Male,No,2,0,46066
Bachelors,2018,Bangalore,3,29,Female,Yes,2,1,108421
Bachelors,2016,Bangalore,3,28,Male,No,1,0,106332
Masters,2012,Pune,3,30,Male,No,1,0,63440
Bachelors,2014,Bangalore,3,30,Female,No,2,0,81152
Bachelors,2013,Bangalore,3,27,Male,No,5,1,41481
Bachelors,2014,Bangalore,3,29,Female,No,1,0,115537
Bachelors,2013,Pune,3,28,Male,No,2,0,91841
Bachelors,2014,Pune,3,29,Male,No,2,0,93477
Bachelors,2012,Bangalore,1,30,Female,No,2,0,90018
Bachelors,2018,Pune,3,28,Male,No,2,1,38206
Bachelors,2012,Bangalore,3,30,Female,Yes,2,0,109911
Masters,2017,New Delhi,2,30,Male,No,1,0,55835
Bachelors,2014,New Delhi,3,27,Female,No,5,0,78116
Masters,2014,New Delhi,3,29,Male,No,2,0,55325
Bachelors,2016,Bangalore,3,29,Male,No,2,0,34199
Bachelors,2014,Pune,2,28,Female,No,2,1,115281
Bachelors,2017,New Delhi,3,26,Male,No,4,0,118042
Bachelors,2018,Pune,3,28,Male,No,1,1,70201
Bachelors,2016,Pune,3,29,Male,No,1,0,30160
Bachelors,2015,Pune,3,26,Female,Yes,4,1,87445
Masters,2017,Bangalore,3,27,Male,No,5,1,117614
Masters,2017,New Delhi,2,26,Male,No,4,0,77144
Masters,2013,New Delhi,3,26,Female,No,4,1,111498
Bachelors,2017,Bangalore,3,29,Male,No,1,0,87203
Masters,2013,New Delhi,3,27,Female,No,5,0,115875
Bachelors,2012,Pune,2,30,Female,No,2,1,34753
Bachelors,2013,New Delhi,3,26,Male,No,4,0,89901
Bachelors,2015,Pune,2,28,Female,No,1,1,55882
Bachelors,2013,New Delhi,3,27,Male,No,5,0,104703
Bachelors,2015,Pune,2,29,Female,Yes,2,1,110811
Bachelors,2012,Bangalore,1,27,Female,No,5,0,101002
Bachelors,2012,Bangalore,3,28,Male,No,2,0,83089
Bachelors,2015,New Delhi,3,26,Male,No,4,0,42803
Bachelors,2017,New Delhi,3,28,Female,No,1,0,104856
Bachelors,2013,Bangalore,3,27,Male,No,5,0,104902
Masters,2014,Bangalore,3,28,Male,No,1,1,105556
Bachelors,2015,Bangalore,3,29,Male,No,1,0,71619
Bachelors,2017,New Delhi,3,27,Female,No,5,0,33267
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,86363
Masters,2017,New Delhi,2,30,Male,No,2,0,30853
Bachelors,2015,Bangalore,3,28,Female,No,2,0,66999
Masters,2017,Bangalore,1,27,Male,No,5,0,31710
Bachelors,2015,Bangalore,3,27,Male,No,5,0,74126
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,30524
Masters,2017,Pune,2,30,Male,No,1,0,112686
Bachelors,2013,Pune,3,29,Male,No,2,0,108730
Bachelors,2013,Pune,3,29,Male,No,2,0,53899
Bachelors,2012,Pune,3,27,Male,Yes,5,0,113637
Bachelors,2015,Pune,3,30,Female,No,1,1,59243
Bachelors,2015,Pune,2,29,Female,No,2,1,95339
Masters,2018,Pune,3,26,Male,No,4,1,58249
Masters,2013,Bangalore,2,29,Female,No,2,1,58315
Bachelors,2014,Bangalore,1,28,Male,No,2,1,114743
Bachelors,2015,Bangalore,3,30,Male,No,1,0,80999
Bachelors,2015,Pune,2,27,Female,No,5,1,58683
Bachelors,2014,Bangalore,3,28,Female,Yes,1,0,46839
Masters,2015,New Delhi,3,27,Male,No,5,0,47531
Masters,2017,New Delhi,2,26,Male,No,4,1,50206
Bachelors,2018,Bangalore,3,28,Male,No,1,1,66535
Bachelors,2015,New Delhi,3,28,Female,No,2,0,85234
Bachelors,2013,Bangalore,3,27,Male,No,5,0,49099
Bachelors,2013,Pune,1,26,Female,No,4,1,115355
Masters,2017,New Delhi,2,30,Male,Yes,2,0,102175
Bachelors,2015,Bangalore,3,28,Female,No,1,0,93386
Bachelors,2013,Bangalore,3,27,Male,Yes,5,0,117229
Bachelors,2012,Bangalore,3,26,Male,No,4,1,116314
Bachelors,2018,Bangalore,3,28,Male,No,2,1,51328
Masters,2017,New Delhi,2,28,Male,No,2,0,76747
Bachelors,2015,Bangalore,3,29,Male,No,2,0,96590
Bachelors,2012,New Delhi,3,30,Male,No,1,1,58748
Masters,2016,Pune,3,30,Male,No,1,0,93455
Bachelors,2014,Pune,3,30,Male,No,1,0,119746
Bachelors,2018,Bangalore,3,26,Male,No,4,1,92766
Masters,2017,Bangalore,3,26,Male,No,4,1,107648
Bachelors,2012,New Delhi,3,27,Female,No,5,0,115776
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,40447
PHD,2014,Bangalore,3,27,Male,No,5,0,98389
Masters,2017,New Delhi,2,26,Male,Yes,4,1,109691
Bachelors,2013,Bangalore,3,30,Female,No,1,1,79618
Bachelors,2012,Bangalore,3,30,Female,No,2,0,111737
Masters,2018,New Delhi,3,26,Male,Yes,4,1,75998
Bachelors,2013,Bangalore,1,28,Female,No,1,0,34878
Bachelors,2017,Bangalore,3,30,Male,No,1,0,89285
Masters,2017,Pune,2,30,Female,No,2,1,65284
PHD,2016,Bangalore,3,27,Male,No,5,0,80487
Bachelors,2016,New Delhi,3,28,Female,No,2,0,110753
Bachelors,2015,Pune,2,29,Female,No,1,1,113441
Bachelors,2013,Bangalore,3,27,Female,No,5,0,78914
Masters,2014,Pune,3,27,Male,No,5,0,46996
Masters,2017,New Delhi,2,26,Female,Yes,4,1,72282
Masters,2017,New Delhi,2,30,Female,No,1,0,112443
Masters,2018,New Delhi,3,27,Female,No,5,1,71845
Bachelors,2017,Pune,2,29,Male,No,1,0,39695
Masters,2014,New Delhi,1,29,Male,No,1,0,66744
Bachelors,2015,Pune,2,30,Female,No,2,1,52008
Bachelors,2014,Bangalore,3,30,Male,No,2,1,61006
Masters,2018,New Delhi,1,30,Female,No,2,0,69117
Bachelors,2017,Bangalore,3,29,Male,No,1,0,45177
Bachelors,2016,Pune,3,28,Male,No,2,0,62323
Bachelors,2018,Bangalore,3,26,Female,No,4,1,108175
Bachelors,2014,Bangalore,1,28,Female,No,2,0,66986
Masters,2017,New Delhi,2,29,Female,No,2,0,75116
Masters,2013,New Delhi,3,26,Male,No,4,1,31738
Bachelors,2017,New Delhi,2,28,Female,No,1,0,111897
Bachelors,2016,Bangalore,3,30,Female,No,1,0,37369
PHD,2015,Pune,3,27,Male,No,5,0,44005
Bachelors,2016,Bangalore,3,29,Male,No,2,0,39338
Bachelors,2014,Pune,2,28,Female,No,2,1,83554
Bachelors,2016,Bangalore,3,26,Male,No,4,0,50566
Masters,2017,New Delhi,2,30,Female,Yes,2,0,94169
PHD,2013,New Delhi,3,30,Female,No,2,0,116018
Bachelors,2015,Bangalore,3,29,Male,No,2,0,32704
Bachelors,2017,Bangalore,3,28,Male,No,2,0,48353
Bachelors,2015,Bangalore,3,29,Male,No,2,1,88407
Bachelors,2015,Pune,1,26,Female,No,4,1,110901
Bachelors,2013,Bangalore,3,28,Male,No,1,0,104354
Bachelors,2015,Pune,2,29,Female,No,2,1,43275
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,108007
Masters,2014,Pune,3,30,Male,No,2,0,75922
Masters,2017,Pune,2,30,Male,Yes,2,0,111656
Bachelors,2017,Pune,3,27,Male,No,5,0,71387
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,80681
Bachelors,2014,New Delhi,3,27,Female,No,5,0,45913
Bachelors,2015,Pune,2,29,Female,Yes,1,1,51702
Bachelors,2013,Pune,3,26,Male,No,4,0,83575
Bachelors,2014,New Delhi,3,30,Male,No,1,0,92773
Bachelors,2013,Pune,2,26,Male,No,4,0,93382
Bachelors,2016,Bangalore,3,26,Male,No,4,0,57026
Masters,2017,New Delhi,2,28,Female,No,2,0,33707
Masters,2017,New Delhi,2,27,Male,No,5,1,84108
Bachelors,2017,Pune,2,29,Female,No,1,1,34913
Masters,2017,New Delhi,2,28,Female,No,1,1,36215
Bachelors,2017,New Delhi,2,26,Male,No,4,0,67924
Bachelors,2014,Bangalore,3,29,Female,No,1,1,48638
Bachelors,2012,Bangalore,3,28,Male,No,1,0,117599
Bachelors,2016,Bangalore,3,27,Male,No,5,0,102786
Bachelors,2012,Bangalore,3,28,Female,No,1,0,91968
Masters,2015,Pune,2,30,Female,No,2,1,58581
Masters,2017,New Delhi,2,28,Male,No,2,0,34825
Masters,2015,Pune,2,29,Female,No,1,0,59234
Masters,2015,Bangalore,3,26,Male,No,4,1,45807
Bachelors,2013,Bangalore,3,26,Male,No,4,0,53272
Bachelors,2017,Bangalore,3,29,Female,No,1,0,82760
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,95869
Bachelors,2014,New Delhi,3,29,Female,No,2,0,82217
Bachelors,2017,New Delhi,3,27,Female,No,5,0,119610
Masters,2017,Pune,2,28,Female,No,2,0,81211
Masters,2013,New Delhi,3,27,Female,No,5,1,112966
Masters,2017,New Delhi,3,27,Male,Yes,5,1,59721
Bachelors,2013,Bangalore,3,30,Male,No,2,0,80144
Bachelors,2015,Pune,2,27,Female,Yes,5,1,100777
Bachelors,2014,Bangalore,3,26,Male,No,4,0,117892
Bachelors,2015,Bangalore,2,27,Female,No,5,1,90762
Bachelors,2015,Bangalore,3,30,Male,No,2,1,41397
Masters,2017,Bangalore,2,27,Male,No,5,0,32940
Bachelors,2017,Bangalore,3,30,Male,No,2,1,58027
Bachelors,2016,Pune,2,30,Female,No,2,1,117092
Masters,2016,Pune,1,27,Female,No,5,0,42563
Bachelors,2012,Bangalore,3,26,Male,No,4,0,77116
Bachelors,2014,Bangalore,3,27,Male,No,5,0,70901
Bachelors,2015,Pune,3,29,Female,No,2,1,117605
Bachelors,2013,New Delhi,3,26,Male,No,4,0,66947
Bachelors,2015,Pune,2,29,Female,No,2,1,66200
Bachelors,2013,Pune,3,28,Male,No,2,0,74252
Bachelors,2013,Pune,2,27,Male,No,5,1,110292
Masters,2014,New Delhi,3,28,Male,No,1,1,96721
Bachelors,2016,New Delhi,3,27,Female,No,5,1,83670
Bachelors,2016,New Delhi,3,29,Female,Yes,2,0,72130
Masters,2018,New Delhi,1,26,Female,No,4,1,103884
Bachelors,2015,Bangalore,3,27,Female,No,5,0,55180
Bachelors,2013,Pune,2,27,Female,No,5,1,46645
Bachelors,2014,New Delhi,3,28,Female,No,2,0,116125
Bachelors,2014,Bangalore,3,27,Male,No,5,0,90501
Bachelors,2016,Bangalore,3,29,Female,No,1,0,34549
Bachelors,2012,Bangalore,3,29,Female,No,1,0,96650
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,104727
Bachelors,2012,Pune,3,30,Male,No,1,0,40141
Bachelors,2013,Bangalore,3,30,Male,Yes,1,1,93655
Bachelors,2014,Bangalore,3,27,Male,No,5,0,59767
Bachelors,2015,New Delhi,3,29,Female,Yes,1,0,105708
Bachelors,2014,Bangalore,3,30,Female,No,1,0,34290
Bachelors,2014,Pune,1,28,Male,No,2,0,43396
Bachelors,2015,Pune,3,27,Female,No,5,0,93917
Bachelors,2016,Bangalore,3,30,Male,No,1,1,80131
Bachelors,2016,Pune,3,26,Female,No,4,1,79729
Bachelors,2018,New Delhi,3,27,Female,Yes,5,1,75029
Bachelors,2015,Bangalore,3,26,Male,No,4,0,69902
Masters,2017,New Delhi,2,27,Male,No,5,1,116982
Bachelors,2015,Bangalore,3,26,Male,No,4,0,69849
Bachelors,2017,Pune,3,26,Female,No,4,1,82943
Bachelors,2012,Pune,1,27,Male,No,5,0,95723
Bachelors,2016,Bangalore,3,26,Male,No,4,0,45931
PHD,2017,Bangalore,3,28,Female,No,1,0,56292
Bachelors,2015,Pune,3,29,Female,No,1,1,61806
Masters,2014,New Delhi,3,30,Male,Yes,2,0,33342
Bachelors,2013,Pune,3,26,Male,No,4,0,105051
Bachelors,2012,Bangalore,3,27,Male,No,5,0,76703
Bachelors,2015,Pune,3,28,Male,No,1,0,56598
Bachelors,2013,Bangalore,3,26,Male,No,4,0,90828
Bachelors,2013,New Delhi,3,26,Male,No,4,0,49618
Masters,2012,New Delhi,3,30,Male,No,2,0,56632
PHD,2013,New Delhi,3,27,Male,No,5,0,118700
Bachelors,2012,Bangalore,3,27,Male,No,5,0,82653
Bachelors,2018,Bangalore,3,30,Male,Yes,1,1,86620
Bachelors,2012,Bangalore,3,26,Female,No,4,0,49001
Masters,2017,New Delhi,3,29,Female,No,2,0,114796
Bachelors,2014,Bangalore,3,29,Male,No,2,0,84010
Bachelors,2017,New Delhi,3,28,Male,No,1,0,52530
Bachelors,2015,Pune,2,26,Female,No,4,1,53502
Bachelors,2018,Bangalore,3,27,Female,No,5,1,101028
Bachelors,2014,Bangalore,1,28,Male,No,1,0,115484
Bachelors,2016,Bangalore,3,28,Male,No,1,0,88017
Bachelors,2014,Pune,3,26,Male,No,4,0,32397
Bachelors,2012,Pune,3,26,Male,No,4,0,53974
Bachelors,2015,Bangalore,3,28,Male,No,2,0,112194
Bachelors,2014,Bangalore,3,28,Male,No,1,0,43373
Bachelors,2016,Bangalore,3,27,Male,No,5,0,91021
PHD,2012,New Delhi,1,29,Female,No,2,0,38423
Bachelors,2013,Bangalore,3,30,Female,No,2,1,61331
Bachelors,2016,Bangalore,3,26,Male,No,4,0,78067
Bachelors,2014,Pune,3,28,Male,No,1,0,88193
Masters,2013,New Delhi,2,26,Male,No,4,1,92995
Bachelors,2017,Bangalore,3,27,Male,No,5,0,91310
Bachelors,2013,Pune,3,27,Female,No,5,0,38056
PHD,2015,New Delhi,3,28,Male,No,2,0,87794
Masters,2017,Pune,2,28,Male,No,2,0,88869
Bachelors,2014,Pune,3,28,Male,No,4,0,58203
Bachelors,2016,Bangalore,3,29,Female,No,1,1,48852
Bachelors,2017,Bangalore,3,26,Female,No,4,1,31648
Bachelors,2015,Bangalore,3,30,Male,No,0,0,50934
Masters,2012,New Delhi,3,30,Male,No,2,0,66572
Bachelors,2012,Bangalore,1,30,Female,No,0,0,45168
Bachelors,2014,New Delhi,3,27,Female,No,5,0,63719
Bachelors,2017,New Delhi,2,28,Female,No,0,0,72232
Bachelors,2012,Pune,3,26,Male,No,4,0,47586
Bachelors,2015,Pune,3,29,Female,No,3,1,65264
Masters,2017,Pune,2,30,Male,No,0,1,47816
Bachelors,2013,New Delhi,3,26,Male,No,4,0,97625
Masters,2014,Pune,3,30,Male,No,0,1,71650
Bachelors,2013,Pune,3,29,Male,Yes,2,0,45858
Bachelors,2017,Bangalore,3,28,Male,No,3,0,74978
Masters,2018,New Delhi,3,27,Male,Yes,5,1,47472
Masters,2017,New Delhi,2,26,Female,Yes,4,1,66013
Bachelors,2012,Bangalore,3,30,Female,No,0,1,68048
Bachelors,2012,Bangalore,3,29,Female,No,4,0,57421
Bachelors,2014,Bangalore,3,29,Male,No,1,0,37138
Bachelors,2016,Bangalore,3,27,Male,No,5,0,59738
Bachelors,2015,Bangalore,3,28,Male,Yes,4,0,51817
Bachelors,2014,Bangalore,3,26,Male,No,4,0,79213
Bachelors,2016,Pune,3,29,Male,No,5,0,102545
Bachelors,2014,Bangalore,3,29,Male,No,0,0,83372
Masters,2013,Bangalore,3,30,Male,No,5,1,31577
Bachelors,2017,New Delhi,3,30,Female,Yes,3,0,107040
Bachelors,2014,Bangalore,3,27,Male,No,5,0,78235
PHD,2015,Pune,2,30,Female,No,4,0,62906
Masters,2014,Bangalore,3,30,Male,No,4,1,36223
Masters,2017,New Delhi,2,27,Male,No,5,1,41661
Bachelors,2013,Pune,3,30,Male,No,0,0,60887
Masters,2017,Pune,2,30,Male,No,0,0,88365
Masters,2017,New Delhi,2,29,Female,No,2,0,102459
Masters,2017,New Delhi,2,29,Male,No,2,0,88132
Bachelors,2014,Bangalore,1,27,Male,No,5,1,37165
Bachelors,2012,Bangalore,3,27,Female,No,5,0,54428
Bachelors,2017,Bangalore,3,27,Male,No,5,0,70286
Masters,2018,New Delhi,3,30,Female,No,4,1,76347
Bachelors,2015,Bangalore,3,29,Female,No,1,0,64653
Bachelors,2014,Pune,3,26,Female,No,4,1,84556
Masters,2016,Pune,3,28,Male,No,2,0,114720
Bachelors,2015,New Delhi,3,28,Female,No,4,0,64355
Bachelors,2015,Bangalore,3,30,Male,No,0,0,59954
Bachelors,2014,Bangalore,3,28,Female,No,3,0,106773
Bachelors,2017,Bangalore,3,28,Male,No,4,0,119376
Bachelors,2013,Bangalore,3,26,Male,No,4,0,115889
Bachelors,2015,Bangalore,3,28,Female,No,0,0,81599
Bachelors,2015,Pune,2,28,Female,No,2,1,65714
Masters,2013,Pune,3,27,Female,Yes,5,1,91172
Bachelors,2016,Bangalore,3,27,Male,No,5,1,46776
Bachelors,2012,Pune,3,29,Male,No,1,0,113620
Bachelors,2015,Pune,2,28,Female,No,0,1,46822
Bachelors,2018,Pune,3,30,Male,Yes,3,1,40068
Bachelors,2016,Bangalore,3,29,Male,No,5,0,91191
Masters,2013,New Delhi,2,27,Female,No,5,1,43657
Masters,2017,New Delhi,2,30,Male,No,2,0,43723
Bachelors,2012,New Delhi,3,26,Male,No,4,0,109511
Bachelors,2016,Bangalore,3,30,Male,No,2,1,51566
Bachelors,2017,New Delhi,2,29,Male,No,3,1,70767
Bachelors,2017,Pune,2,28,Male,No,3,0,95677
Bachelors,2013,Bangalore,3,27,Male,No,5,0,76948
Bachelors,2013,Bangalore,3,29,Male,Yes,4,0,49714
Bachelors,2013,Bangalore,3,30,Male,No,5,0,45431
Bachelors,2015,Bangalore,3,26,Male,No,4,0,97896
Bachelors,2015,Pune,2,26,Female,No,4,1,111391
Bachelors,2012,Bangalore,3,29,Male,Yes,2,1,35753
Masters,2015,Bangalore,3,28,Male,No,0,1,82931
Bachelors,2014,New Delhi,3,29,Female,No,2,0,85240
Masters,2015,Pune,3,29,Female,No,4,0,105588
Bachelors,2013,Bangalore,3,27,Male,No,5,0,35962
Bachelors,2013,Pune,3,27,Female,No,5,1,81120
Bachelors,2017,Bangalore,3,30,Male,No,1,1,95017
Masters,2014,Pune,3,30,Male,No,2,0,77166
Bachelors,2015,New Delhi,3,28,Female,No,4,0,65301
Bachelors,2013,Bangalore,3,26,Female,No,4,0,41372
Bachelors,2014,Bangalore,3,28,Male,No,5,0,73652
Bachelors,2017,Bangalore,1,28,Female,No,0,1,80711
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,94972
Bachelors,2013,Bangalore,3,28,Male,No,5,0,49098
Masters,2013,New Delhi,3,30,Male,No,2,1,82708
Masters,2013,New Delhi,1,29,Female,No,2,1,116870
Bachelors,2017,Bangalore,3,26,Male,No,4,0,51434
Bachelors,2015,Pune,3,28,Male,No,3,0,34903
Bachelors,2013,Bangalore,3,29,Male,No,2,0,31980
Masters,2017,New Delhi,2,28,Female,No,2,0,107545
Masters,2017,New Delhi,2,30,Female,No,2,0,102221
PHD,2013,New Delhi,3,27,Female,No,5,0,100996
Bachelors,2016,Pune,3,26,Male,No,4,0,51664
Bachelors,2017,New Delhi,2,26,Female,No,4,0,46125
Bachelors,2016,Bangalore,3,28,Female,No,1,1,44186
Bachelors,2017,Pune,2,27,Female,No,5,1,30908
Bachelors,2012,Bangalore,3,27,Female,No,5,0,31743
Bachelors,2014,Bangalore,3,26,Male,No,4,1,103945
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,77594
Bachelors,2015,Bangalore,3,27,Female,No,5,0,74019
Bachelors,2015,Pune,3,29,Male,No,1,0,47941
Bachelors,2018,Bangalore,3,26,Male,No,4,1,63070
Bachelors,2012,Bangalore,3,26,Female,No,4,0,77093
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,65371
Bachelors,2015,Pune,3,30,Female,No,0,1,71528
Bachelors,2017,Bangalore,3,30,Male,No,3,0,77433
PHD,2012,New Delhi,3,29,Male,No,5,0,50443
Bachelors,2016,Pune,3,29,Male,No,5,0,43514
Bachelors,2014,Bangalore,3,26,Female,Yes,4,0,84570
PHD,2014,New Delhi,3,28,Female,No,0,0,98940
Bachelors,2018,Bangalore,3,28,Male,No,1,1,65517
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,96809
Bachelors,2013,Bangalore,3,28,Male,No,2,0,117861
Bachelors,2018,Bangalore,3,29,Male,No,0,1,32541
Bachelors,2016,Bangalore,3,29,Male,No,3,0,79475
Bachelors,2018,Pune,3,30,Female,No,2,1,107404
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39505
Bachelors,2014,Pune,3,29,Male,No,3,0,41361
Bachelors,2013,Pune,3,30,Male,No,4,0,53329
Masters,2015,New Delhi,3,29,Male,No,2,0,61865
Bachelors,2018,Pune,3,27,Male,No,5,1,98891
Bachelors,2016,Bangalore,3,28,Male,No,2,0,109669
Bachelors,2015,Bangalore,3,29,Male,No,1,0,116957
Bachelors,2016,Bangalore,3,30,Male,No,0,0,61286
Bachelors,2016,Bangalore,3,28,Female,No,1,0,68184
Bachelors,2017,New Delhi,3,26,Female,No,4,0,108216
Bachelors,2014,Pune,2,29,Female,No,1,1,99695
PHD,2013,New Delhi,3,30,Female,No,2,0,61460
Bachelors,2016,Bangalore,3,28,Male,Yes,3,0,44562
Bachelors,2015,Bangalore,3,28,Male,No,1,0,113801
Bachelors,2016,Pune,3,28,Male,No,5,0,56294
Bachelors,2017,Pune,2,28,Female,No,1,1,57626
Bachelors,2015,Bangalore,3,30,Male,No,4,0,39206
Masters,2012,New Delhi,3,27,Male,No,5,0,98438
Masters,2017,New Delhi,3,29,Female,Yes,2,0,102903
Bachelors,2018,New Delhi,3,29,Female,No,2,1,93742
Bachelors,2018,Bangalore,3,29,Male,No,0,1,91989
Bachelors,2012,Bangalore,3,28,Female,No,0,0,110538
Bachelors,2015,Pune,2,28,Female,No,0,1,112138
Masters,2017,New Delhi,2,27,Female,No,5,1,78626
Bachelors,2018,Pune,3,28,Female,No,5,1,110248
Bachelors,2016,Pune,3,28,Male,No,1,0,57409
Bachelors,2014,Bangalore,1,26,Male,No,4,1,50014
Bachelors,2014,New Delhi,2,29,Female,No,3,1,112029
Masters,2014,Pune,3,26,Male,No,4,1,67456
Bachelors,2017,Pune,3,27,Male,No,5,0,87491
Bachelors,2013,Pune,3,30,Male,No,4,1,75515
Bachelors,2015,Bangalore,3,30,Male,No,3,0,75941
Bachelors,2012,Bangalore,3,29,Male,No,2,1,72412
Bachelors,2014,Pune,3,26,Male,No,4,0,48234
Bachelors,2013,Bangalore,3,26,Female,No,4,0,38252
Masters,2017,New Delhi,2,30,Female,No,2,1,106317
Bachelors,2012,Pune,3,29,Male,No,0,0,117172
Bachelors,2015,Pune,1,30,Female,No,0,1,44472
Bachelors,2017,Bangalore,3,28,Male,No,3,0,68608
Bachelors,2013,Bangalore,3,28,Male,No,5,0,85946
Bachelors,2017,Pune,2,30,Female,No,4,1,69008
Bachelors,2017,Pune,2,28,Male,No,5,0,71178
Bachelors,2014,New Delhi,3,27,Female,No,5,1,69598
Bachelors,2012,Bangalore,3,28,Female,No,2,0,95912
Bachelors,2013,Bangalore,3,29,Female,No,5,0,60934
Bachelors,2012,Bangalore,3,27,Female,No,5,1,64872
Bachelors,2017,Pune,2,28,Female,No,3,1,39194
Bachelors,2015,Bangalore,1,29,Male,No,4,0,115407
Bachelors,2013,Bangalore,2,30,Male,No,0,1,88127
PHD,2018,Bangalore,3,28,Male,No,2,1,37430
Bachelors,2015,Pune,3,28,Female,No,3,1,105883
Bachelors,2015,Bangalore,3,27,Male,No,5,0,51540
Bachelors,2015,Bangalore,3,30,Female,No,3,1,66403
Bachelors,2012,Bangalore,3,29,Male,No,5,0,49139
Bachelors,2012,Bangalore,3,27,Female,No,5,0,97515
Bachelors,2015,Bangalore,3,26,Female,No,4,0,91661
Bachelors,2016,Pune,3,27,Male,No,5,0,95788
Bachelors,2013,Bangalore,3,27,Female,No,5,0,43588
Bachelors,2013,Pune,3,28,Male,No,0,0,40628
Bachelors,2014,Pune,3,29,Male,No,1,0,67774
Bachelors,2017,New Delhi,2,27,Male,No,5,0,58284
Bachelors,2013,New Delhi,3,27,Female,No,5,0,89445
Bachelors,2017,Pune,3,30,Male,No,5,0,98185
Bachelors,2013,Pune,3,27,Male,No,5,0,81560
Bachelors,2012,New Delhi,3,30,Female,Yes,3,0,55626
Bachelors,2013,Pune,2,30,Male,No,1,1,52517
PHD,2015,New Delhi,3,27,Female,No,5,0,55325
Bachelors,2014,Pune,3,26,Male,No,4,0,80516
Bachelors,2015,Pune,2,27,Female,Yes,5,1,80120
Masters,2017,New Delhi,2,29,Male,No,1,0,97673
Bachelors,2013,New Delhi,3,28,Female,No,3,0,36240
Masters,2012,Pune,3,29,Male,No,4,1,38803
Bachelors,2014,New Delhi,3,28,Female,No,3,0,110302
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,119156
Bachelors,2012,Bangalore,3,29,Male,No,1,0,68263
Bachelors,2017,Pune,2,26,Male,No,4,0,117170
Bachelors,2014,Bangalore,3,30,Male,No,2,1,103716
Bachelors,2014,New Delhi,3,29,Male,No,4,0,70532
Bachelors,2015,Pune,2,26,Female,No,4,1,70374
Bachelors,2014,Bangalore,3,27,Female,No,5,0,99277
Masters,2013,New Delhi,2,26,Male,No,4,1,110821
Bachelors,2013,New Delhi,3,29,Female,No,2,0,65522
Bachelors,2016,Bangalore,2,30,Female,No,4,1,43011
Bachelors,2017,New Delhi,3,29,Female,No,0,0,100581
Bachelors,2018,Bangalore,3,28,Male,No,3,1,50882
Bachelors,2014,Bangalore,3,29,Male,No,4,0,38658
Masters,2017,New Delhi,2,30,Female,No,2,0,115196
Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,52910
Bachelors,2017,New Delhi,2,28,Female,No,1,0,76716
Bachelors,2013,Bangalore,2,27,Female,No,5,1,106392
Bachelors,2015,Bangalore,3,30,Male,No,4,0,43360
Bachelors,2012,Bangalore,3,26,Male,No,4,0,40096
Bachelors,2016,Bangalore,3,26,Male,No,4,0,49644
Masters,2017,Bangalore,2,30,Male,No,3,0,43948
Masters,2017,New Delhi,2,29,Male,No,4,0,114456
Bachelors,2014,Bangalore,3,28,Male,No,3,0,39877
Masters,2017,New Delhi,3,27,Male,No,5,1,85272
Bachelors,2014,Bangalore,3,27,Male,No,5,0,76802
Bachelors,2017,New Delhi,3,27,Male,No,5,0,84751
Bachelors,2016,Pune,3,30,Male,No,0,0,46841
Bachelors,2015,Bangalore,3,29,Female,No,0,0,89491
Bachelors,2015,Pune,2,27,Female,Yes,5,1,95225
Bachelors,2013,Bangalore,3,26,Female,No,4,0,43865
Bachelors,2015,New Delhi,3,29,Male,No,1,0,49546
Bachelors,2017,Bangalore,3,30,Male,No,4,0,36361
PHD,2017,New Delhi,3,27,Male,No,5,0,72942
PHD,2013,Bangalore,3,27,Male,No,5,0,110210
Bachelors,2018,Bangalore,3,28,Male,Yes,1,1,51674
Bachelors,2013,Bangalore,3,29,Male,No,1,0,61317
